path,title,headings,indexing_status,url_count
research/hardware_innovation_20260908/exploration_tcasii_20260911/literature/L3_firefly_scnn_bishop.md,L3 FireFly-S / SCNN / Bishop,"0. Mapping target (this net, not theirs) || 1. FireFly-S — dual-side sparsity training + hardware || 1.1 What the paper actually does || 1.2 Section quotes || 1.3 What MUST be trained (FireFly-S, as stated) || 1.4 Map onto r1 3×3 + T10 PSN + dual consumer || 1.5 What fails if θg is continuous amplitude, not binary || 2. SCNN — Cartesian-product sparse conv || 2.1 What the paper actually does || 2.2 Section quotes || 2.3 What MUST be trained (SCNN, as stated) || 2.4 Map onto r1 3×3 + T10 PSN + dual consumer || 2.5 What fails if θg is continuous amplitude, not binary || 3. Bishop — TTB bundle / BSA / ECP / AAC || 3.1 What the paper actually does || 3.2 Section quotes || 3.3 What MUST be trained (Bishop, as stated) || 3.4 Map onto r1 3×3 + T10 PSN + dual consumer || 3.5 What fails if θg is continuous amplitude, not binary || 4. Synthesis: must-train vs continuous-θg kill || 4.1 One table || 4.2 What must be trained **on this net** if one actually copies the prior || 4.3 What fails, in one sentence each, if θg is continuous amplitude not binary || 4.4 Relative prior vs this session’s X || 5. Quotes not to launder as this-net results",machine_indexed_not_full_read,1
research/hardware_innovation_20260908/exploration_tcasii_20260911/literature/L4_isscc_fusion_looptree.md,"L4 — ISSCC ConvFormer / CFMP, LoopTree retain–recompute, RISCSparse coordinate traffic → r1 `conv–PSN–conv2–BN–proj`","0. Identity freeze (do not rewrite the paper) || 1. Title confirmation: arXiv:2512.17555 **is** ISSCC 2025 23.2 / CFMP || 2. ISSCC 23.2 — quotes by unit, then r1 map || 2.1 Problem statement: three ConvFormer bottlenecks || 2.2 Three features they actually built (complete A, not X) || 2.3 SoC / dataflow (Fig. 23.2.2) || 2.4 HAPU hybrid attention, RMPI, ATM (Fig. 23.2.3) || 2.5 LFS / DR-LFS: KV-then-weight fusion, non-overlapped LF (Fig. 23.2.4) || 2.6 CFMP cascaded pruning (Fig. 23.2.5) || 2.7 Silicon numbers — cite as prior, never as local PPA || 3. LoopTree (TCASAI 2024) — quotes by section, retain vs recompute || 3.1 Abstract / intro — the contract || 3.2 Why compute is the cheap side of retain/recompute || 3.3 Four design-space axes (Table I) — what prior LF missed || 3.4 Tiling × retain-recompute interaction (II-C, Fig. 3) || 3.5 Mapping choices (Table IV) and “recompute is not a separate knob” || 3.6 Analysis pipeline (IV) — what the model will and will not charge || 3.7 Case-study takeaways (VI) — numbers as prior, not r1 || 4. RISCSparse (ICCAD 2024) — sparse coordinate traffic || 4.1 Bottlenecks they named (intro + §2.1, Fig. 4) || 4.2 Mapping: hash of coordinates, then (pin, δ, pout) tuples (§3.2) || 4.3 GMS offload (§3.3, Fig. 8) || 4.4 Operator fusion of BN — **frozen** μ, σ² (§3.4)  [central conflict with PROBLEM.md] || 4.5 Scaling: mapping dominates at large N (Fig. 12, §4.3) || 5. Joint map: r1 `conv–PSN–conv2–BN–proj` is not a closed local window || 5.1 Stage-by-stage || 5.2 Why “local-window replay + free mean/var” undercharges || 5.3 Dual consumers vs LFS slot replace || 5.4 Cascaded prune vs r1 || 5.5 Sparse coordinate traffic vs r1 || 6. A / B / X / kill-gate (for independent ideation; not a chosen title) || A — complete prior to copy (not the contribution) || B — hole in **this** net (from `PROBLEM.md`, not from ISSCC energy tables) || X — why a reskin is not a TCAS-II brief || Strongest controls (if anyone proposes fusion HW) || Kill-gate numbers (local, not ISSCC) || Two-sentence TCAS-II prior statement (for reviewers, not a pitch of a new chip) || Biggest objection || 7. What this note does **not** do",machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/literature/L5_venom_bitfair_spiketransformer.md,L5 · VENOM / BitFair / SpikePack / T-parallel Spiking Transformer / SpAtten,"0. Title confirmation || 1. N:M formats — VENOM (2310.02065) → **CONTROL** || What the paper actually does || What must be copied as A (CONTROL) || Why this is not X on dual-consumer θg PSN || 2. Bit-serial early terminate — BitFair (2607.05445) → **CONTROL** || 3. Spike packing — SpikePack (2501.14484) → **CONTROL**, identity-hostile if used as the neuron || Why this is not X — and why replacing ATLIF with SpikePack is out of identity || 4. Reconfigurable T-parallel transformer — 2503.19643 → **CONTROL** for T-unroll / membrane-free; **IAND is an X-killer** || 5. Fifth file — SpAtten (2012.09852): pruning/importance? **Yes, but not weight N:M** || CONTROL vs X on this net || 6. CONTROL vs X matrix (the required extract) || Which of the four can be X? || 7. What a TCAS-II reviewer would punish || 8. Kill-gates (numbers already on the freeze)",machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/literature/L6_event_of.md,L6 — Event optical-flow mechanisms vs patch-r1 PRODUCER support,"0. GPU-accuracy vs hardware (do not mix denominators) || 1. EV-FlowNet (1802.06898) — GPU accuracy || 2. Spike-FlowNet (2003.06696) — GPU accuracy + Horowitz energy || 3. SciFlow (2404.08135) — GPU accuracy + phone HTP (frame OF) || 4. BAT (2503.03256) — GPU accuracy (DSEC head) || 5. SENECA ANN vs SNN (2407.20421) — hardware paper (already event-OF HW) || 6. Delta Activation Layer (2107.07305) — video algorithm, HW-cost discussion || 7. Direct answer: which mechanisms can change r1 PRODUCER support enough to pay hardware || Keep (can change support; no current-frame flow oracle) || Stop / do not use as r1 producer scheduler || Dual-consumer / T10 filters (any keep-list item that fails these does not pay) || 8. What “pay hardware” means on this island (one paragraph) || 9. Quote index (section pins)",machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/literature/L7_cmvm_lut_temporal.md,"L7 — After a compiled 10×10 time mix: remaining cost, LUT/CMVM priors, temporal papers","0. What the freeze already spent (A, not X) || 1. Keyword grep of `p0_txts/` (what is actually on disk) || 2. Assigned five papers (titles confirmed from first page of each txt) || 2.1 arXiv:2407.10416 — SOFA || 2.2 arXiv:2204.10687 — SNE || 2.3 arXiv:2307.05033v3 — EVA-Flow || 2.4 arXiv:2403.07953v3 — TASDER / TASD (MLSys 2025) || 2.5 arXiv:2412.11284 — Learning Normal Flow / VecKM || 3. LUT / table-MAC / multiplierless / wavelet — A stack (mostly off-dump) || 3.1 da4ml CMVM (in-tree, not in `p0_txts`) || 3.2 LUT-NN / LUT-DLA / T-MAC / Platinum || 3.3 Multiplierless neurons (in dump) || 3.4 Wavelets / lifting (in dump, wrong kind) || 4. Remaining expensive work (the only legal B for this island) || 4.1 RNE boundaries || 4.2 Dual-consumer live-until-last || 4.3 BN domain || 5. Relative-prior table (reviewer view) || 6. TCAS-II constraints for ideation on this island",machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/round2_absorb/DECISION_LOG.md,Decision log — round 2 absorb identity (2026-09-11),,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/round2_absorb/PROBLEM.md,Round 2 freeze (independent generation: only this + IDENTITY_ATLIF.md),Locked neuron identity || Task / student || Reported numbers (unchanged measurements) || Venue gates || Produce,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/round2_absorb/README.md,Round 2 — AT-LIF absorb identity,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/round2_absorb/REPORT.md,"Round 2 报告：按 AT-LIF \(\{0,\theta\}\) 且 \(\theta\) 吸入 \(W\) 重挖融合",身份改了什么 || 融合岛与对抗 || 现在硬件从哪入手（按这个身份） || 工作流核对（Partial） || 明确不要做,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/round2_absorb/SCOPE.md,Round 2 — identity-locked fusion exploration (2026-09-11),,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/round2_absorb/adversarial/ADV_G1.md,Adversarial review — G1 Typed last-use at the absorb cut,"Strongest version || Observation that would count against it || Attack 1 — Reskin of scoreboard / Gustav NRV / SDT? || 1.1 Scoreboard / credit / last-use bookkeeping (the honest relative prior) || 1.2 Gustav NRV / Prosperity one-Y / FireFly silent-channel (incomplete A + different predicate) || 1.3 SDT / SDformerFlow SPE (the graph is already the student) || Attack 2 — Union occupancy dense? || 2.1 Algebra || 2.2 This net’s PED is dense by construction || 2.3 Absorb makes union *more* lopsided, not less || Attack 3 — 8088 FIFO artifact? || 3.1 What is actually measured || 3.2 Two mutually exclusive 8088 stories || 3.3 AND-retire is anti-performance unless a phantom exists || At least two alternative explanations for any predicted 15% win || Measurement or analysis failure modes || Prior evidence that challenges it || Zoo defect (not a fifth attack, a fusion defect) || Mitigation (only if the island is not stopped today) || Residual uncertainty || Disposition: revise || Novelty 0–4 and performance-plausibility 0–4 || Decision card",machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/round2_absorb/adversarial/ADV_G2.md,ADV_G2 — OF-geometry on absorbed binary support,"0. Scores and disposition || 1. Card as clustered (do not steelman yet) || 2. Strongest version of the idea || 3. Observation that would count against it || 4. Attack || 4.1 ExSpike already does adjacent AND || 4.2 Prosperity is combinatorial, not geometric — and that is the point of A || 4.3 Previous-frame flow is still an oracle (lagged), and C12/H67 are circular or RAFT || 4.4 Local motion-diff already extra work || 5. At least two alternative explanations for any predicted 15% win || 6. Measurement or analysis failure || 7. Could a TCAS-II reviewer call this a reskin? || 8. Mitigation (only if someone insists on keeping a remnant) || 9. Residual uncertainty || 10. Novelty 0–4 and performance-plausibility 0–4 || 11. One-paragraph owner summary",machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/round2_absorb/adversarial/ADV_G4.md,ADV_G4 — Train binary support at matched rate,"Verdict || 0. Candidate as written (not endorsed) || 1. Attack || 1.1 I5 is FireFly-S contribution 1, copied onto DSEC || 1.2 I8 is Phi PAFT with a flicker alias || 1.3 I2 / I6 are Bishop BSA, not a Gustav/FireFly hole || 1.4 The cluster is four letters; Q06 already forbade it || 1.5 Lifting +0.013 already spent the AEE slack; the pair cannot recover two graphs || 1.6 Binary support cannot legally move 8088 || 1.7 Shuffle/Bernoulli is not X; it is the reskin detector || 1.8 Additional kills G4 left on the table || 2. A / B / X after the attack || 3. Scores || Novelty **1** / 4 || Performance **1** / 4 || 4. Disposition: **stop** as title || 5. What a TCAS-II reviewer would punish (if G4 were submitted as written) || 6. Identity and stacking || 7. One-paragraph owner summary",machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/round2_absorb/fusion/FUSION_R2.md,Round-2 fusion after AT-LIF absorb (proposals),"G1 Typed last-use at the absorb cut (main island) || G2 OF-geometry on absorbed binary support (conditional) || G3 Full-domain proj BN (hygiene, not title) || G4 Train binary support at matched rate (second queue) || Illegal titles",machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/round2_absorb/independent/Q01_circuits.md,Q01 — TCAS-II circuits (round-2 independent ideas),Q01-I1 — Bound-kill CSE: decide \(H(m-\theta)\) before the T10 mix finishes || Q01-I2 — Dual-color last-use FSM for binary GeMM and residual/PED || Q01-I3 — End-point RNE lifting CSE (make 159-add mix AEE-legal) || Q01-I4 — Captured-BN fold + in-place residual add on the projection line || Q01-I5 — Residual-first credit arbiter; FireFly eats leftover same-port credits || Q01-I6 — Temporal XOR-delta issue of post-absorb bitmaps; residual stays dense || Q01-I7 — Issue-locked dual accumulator: binary select-add + q24 PED/I24 || Q01-I8 — Split-layout packer: q24 residual words vs FireFly bitmap view of the same lines || Cross-idea notes (still ideas),machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/round2_absorb/independent/Q02_architecture.md,"Q02 — HPCA architect (independent, round 2 absorb)","Q02-I1 — Mix-retire into threshold (T10 last-use dies at the comparator) || Q02-I2 — Two-color last-use scoreboard (bitmap vs residual) || Q02-I3 — Full-domain BN prefix, then disappear from the GeMM || Q02-I4 — Patch/epipolar residual nest around a copied bitmap inner kernel || Q02-I5 — Mix-contraction unit that emits CPTB (temporal structure is the mix, not the spike train) || Q02-I6 — Backpressure drain-first (mix and residual last-use before forest insert) || Q02-I7 — Two-window release protocol (S-gate last-use frees R residual) || Q02-I8 — Bitmap-invariant mix (CSE only if ordinary spikes 0-diff) || Cross-idea notes (not extra modules)",machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/round2_absorb/independent/Q03_compiler.md,Q03 — compiler (round 2 independent),"Q03-I1 — Absorb is a constant-fold that switches ISA, not a MAC || Q03-I2 — Fuse mix→threshold; never fuse mix→GeMM || Q03-I3 — Typed dual last-use: binary gate vs residual/PED/I24 || Q03-I4 — Mix CSE is 8088-invariant; 35 RNE is not a title || Q03-I5 — Pass order: BN-fold, θ-absorb, residual-add are three legalizations || Q03-I6 — Schedule the noncausal T10 window; do not emit it as a causal GeMM timestep || Q03-I7 — Dual-queue issue: residual/PED continuous vs binary GeMM || Q03-I8 — Split allocation: membrane buffer vs token bitmap || Compiler stance (not extra ideas)",machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/round2_absorb/independent/Q04_dual_path.md,"Q04 — dual-path last-use (independent, round 2 absorb)","Q04-I1 Dual last-use is \(\max(t_A,t_B)\), which is the 8088 || Q04-I2 Full-width projection BN is the dual-path barrier || Q04-I3 The 22.83% / 5.78% / 0% gradient is B holding the port A already made sparse || Q04-I4 Independent last-use maps for bitmap vs residual (stop co-allocating A and B) || Q04-I5 Two-window I24/PED last-use is not spike-tile last-use || Q04-I6 Residual add is dense B; Gustav NRV packs only sparse A || Q04-I7 OF motion (C12/H67/ep34) couples A and B last-use || Q04-I8 Pre-threshold T10 mix last-use forks into both A and B || Cross-idea notes (not extra modules)",machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/round2_absorb/independent/Q05_event_of.md,"Q05 — Event-camera optical flow (independent, round 2)","Q05-I1 — Motion-translated NRV packing (previous flow / C12, never current final flow) || Q05-I2 — 2-D edge-run encoding of DSEC support, not a flat FireFly bitmap || Q05-I3 — Epipolar-band tile mask from ep34 / calibration, not from current flow || Q05-I4 — Dual last-use: binary GeMM gate vs residual / PED / I24 || Q05-I5 — Pre-threshold T10 mix as lookahead packer for post-absorb binary GeMM || Q05-I6 — Dense projection BN vs sparse binary GeMM on the same port || Q05-I7 — H67 coarse-to-fine ROI on binary correlation/C12, not current-frame final flow || Q05-I8 — Dual-zero skip on r1 residual add (binary projection support AND continuous increment) || Cross-idea constraints (not extra modules)",machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/round2_absorb/independent/Q06_train.md,Q06 — training that changes binary support after absorb,"Q06-I1 — Lifting-mix recovery that rewrites who crosses \(\theta\) || Q06-I2 — Rate-matched NRV row-silence, not salt-and-pepper || Q06-I3 — Dual-consumer product sparsity: starve binary GeMM, keep residual/PED || Q06-I4 — Projection-BN stats as the support knob || Q06-I5 — Dual-side on absorbed \(W'\); spike side AEE-only || Q06-I6 — Motion-C12 temporal block silence for CPTB / FireFly-S || Q06-I7 — Dual-path last-use licenses binary row-empty || Q06-I8 — Pre-threshold margin / flicker penalty; \(\theta\) still absorbed || Shared meters for the one pair",machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/round2_absorb/literature/R2L1_prosperity_after_absorb.md,R2L1 — Prosperity after AT-LIF absorb (not the round-1 L1),"0. Identity lock (what changed vs L1) || 1. What Prosperity’s EM/PM forest REQUIRES || 1.1 Algebra (the theorem) || 1.2 Graph (the forest, not the full DAG) || 1.3 One consumer of one Y || 1.4 Architecture that makes the forest cheap (A includes this, or the copy is partial) || 2. After absorb: which layers of THIS net match that object || 2.1 Layers that match Spiking GeMM after absorb (Prosperity’s A is legal here) || 2.2 What absorb does *not* turn into Spiking GeMM || 3. What still does NOT match (four load-bearing holes) || 3.1 T10 mix **before** threshold (continuous, then fire, then absorb) || 3.2 Residual / PED continuous (second consumer, different tensor) || 3.3 Full-domain BN (live actual batch stats, not folded running stats) || 3.4 1RW / same-port SIMD vs TCAM + 128-add array || 4. ExSpike, in one paragraph, so it is not mixed into Prosperity || 5. Complete-transfer checklist (copy A, do not cite A) || 6. Candidate X that is NOT renaming product sparsity || 7. Strongest controls (same ports / state / backpressure) || 8. Kill gate || 9. Section quotes relied on || Prosperity (HPCA 2025), `2503.03379.txt` || ExSpike (FPL 2026 preprint), `2606.20414.txt` — only the contrast quotes || This freeze (not literature) || 10. One-sentence verdict for Round-2 ideation",machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/round2_absorb/literature/R2L2_gustav_loas_after_absorb.md,R2L2 — GustavSNN + LoAS remapped onto AT-LIF **after absorb**,"0. Identity cut this remap is allowed to use || 1. How the two papers relate (still not a stack) || 2. GustavSNN — objects that exist in the paper || 2.1 Loop nest (Alg. 1 / Fig. 3 / Fig. 5) || 2.2 CPTB || 2.3 NRV || 2.4 NR4 PE and in-situ LIF (the assumption that will break) || 2.5 What Gustav evaluates (do not export as this student’s result) || 3. CPTB / NRV after absorb — 1-1 vs not || 3.1 Maps 1-1 (legal A on the **post-absorb spike GeMM only**) || 3.2 Does **not** map 1-1 (do not smuggle these in as A) || 3.3 Complete-transfer checklist (A, spike path only) || 4. LoAS — FTP on dual-sparse unary vs this residual path || 4.1 Exact dataflow (Alg. 1) || 4.2 Unary pack, inner-join, speculation || 4.3 After absorb: what FTP may copy, what the residual path forbids || 4.4 Complete-transfer checklist (A, LoAS on the spike path only) || 5. Candidate X (after A is complete; not a reskin) || 6. Controls || 7. Kill gates || 8. Parallel priors (do not write Gustav = Prosperity) || 9. Quoted evidence || GustavSNN || LoAS || 10. What this remap changes relative to round-1 L2",machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/round2_absorb/literature/R2L3_firefly_bishop_phi.md,R2L3 FireFly-S / Bishop / Phi — remap onto AT-LIF absorb identity,"0. Identity used for this remap (locked) || 1. FireFly-S — dual-side Bitmap skip || 1.1 What the paper actually does || 1.2 Section quotes || 1.3 What MUST be trained (FireFly-S) || 1.4 Map after absorb || 1.5 What no longer fails (and what still does) || 2. Bishop — TTB / BSA / ECP / AAC / SAC || 2.1 What the paper actually does || 2.2 Section quotes || 2.3 What MUST be trained (Bishop) || 2.4 Map after absorb || 2.5 What no longer fails (and what still does) || 3. Phi — pattern-based hierarchical sparsity || 3.1 What the paper actually does || 3.2 Section quotes || 3.3 What MUST be trained / calibrated (Phi) || 3.4 Map after absorb || 3.5 What no longer fails (and what still does) || 4. Synthesis after absorb || 4.1 One table || 4.2 What is complete A (must copy, not rename) || 4.3 What is **not** A — remaining X || 4.4 Relative prior vs this session’s X (one paragraph) || 5. Quotes not to launder as this-net results",machine_indexed_not_full_read,3
research/hardware_innovation_20260908/exploration_tcasii_20260911/round2_absorb/literature/R2L4_psn_before_threshold.md,R2L4 — PSN mix is before threshold; T10→Prosperity is da4ml+Prosperity (A+A),"0. The cut this freeze already named || 1. PSN paper: the mix is intra-neuron; the output after threshold is binary S || 1.1 Inter-layer object is already a spike, not H || 1.2 PSN family: continuous linear mix, then binary S || 1.3 What PSN does *not* give the letter || 2. da4ml owns the pre-threshold mix. Prosperity owns the post-absorb GeMM. || 2.1 da4ml (TRETS 2026 / arXiv:2507.04535) — A for Eq. (9) || 2.2 Prosperity (HPCA 2025, arXiv:2503.03379) — A for \(s\times W'\) after absorb || 2.3 Two reuse theorems, not one || 3. “Compiled T10 mix feeding a binary Prosperity engine” is A+A || 3.1 The mix does not feed Prosperity || 3.2 The cascade is PSN’s 2023 pipeline plus two published tools || 3.3 What a complete copy of both actually is (checklist, not a title) || 4. Hole that remains after both copies (the only legal B) || 4.1 The threshold cut is not a free register (2-port occupancy of the mix) || 4.2 Dual last-use: binary gate vs continuous PED || 4.3 Prosperity cannot touch the mix; da4ml cannot touch product sparsity || 4.4 Full-domain projection BN || 4.5 AEE || 4.6 What is *not* a remaining hole || 5. A / B / X map for ideation (not a chosen title) || 6. Controls and kill-gate || 7. Two-sentence prior statement (for a 5-page letter, not a pitch)",machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/round2_absorb/literature/R2L5_residual_ped_bn.md,R2L5 — Membrane-shortcut vs SEW vs this net’s I24 residual / PED / live projection BN,"0. Identity freeze (do not rewrite) || 1. Title confirmation || 2. Three residual algebras (quotes, then one table) || 2.1 Vanilla Spiking ResNet (SEW paper Fig. 1(b); SDT “vanilla Res-SNN”) || 2.2 SEW (Fang et al. §3.3, Fig. 1(c), Table 1) || 2.3 Membrane shortcut (SDT §3.1–3.2, Eq. 7–11) || 2.4 Side-by-side || 3. This net’s objects (software graph, not a new claim) || 3.1 r1 MS residual (`MS_ResBlock`, comment: “Spike-driven Transformer NIPS 2023”) || 3.2 PED (`SpikingPEDLayer.forward`, lines 817–825) || 3.3 I24 is the skip tensor, not AT-LIF \(o\) || 3.4 Live full-domain projection BN is not MS and not FrozenBN || 4. After absorb: what became binary, what did not || 5. Dual-path X that is **not** an SDT membrane-shortcut rename || 5.1 Reskins a TCAS-II reviewer will subtract || 5.2 What dual-path would have to be (hole, not a title) || 5.3 Honest leftover X sentence (for ideation; not chosen) || 6. A / B / X / controls / kill-gates || A — complete prior to copy || B — hole in **this** net (freeze only) || X — why a dual-path letter is not an MS reskin || Strongest controls || Kill-gates (local numbers, not ImageNet %) || Two-sentence prior statement (reviewer, not a pitch) || Biggest objection || 7. What this note does **not** do",machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/round2_absorb/web/DEEP_RESEARCH2.md,Research result,"Absorbable official AT-LIF, not a graded spike || Identities that must be excluded || Complete priors for the binary-spike GeMM path || Not a prior: noncausal \(T{=}10\) mix before threshold || Not a prior: a separate continuous residual/PED tensor || Sources || Coverage and uncertainty",machine_indexed_not_full_read,23
research/hardware_innovation_20260908/exploration_tcasii_20260911/round2_absorb/web/R2W1.md,R2W1 — web scan: absorb-θ binary GeMM vs dual-consumer residual (2026-09-11),"Local-set IDs (do not treat as “new”) || How the three binary columns are assigned || Recorded queries (exactly as assigned) || Query 1 — AT-LIF absorb threshold into weights; inference binary spikes; accelerator || Q1.1 Activity Pruning / AT-LIF — `NOT_LOCAL` — **algorithm, not accelerator** || Q1.2 Training-free ANN–SNN conversion (channel-wise absorb) — `NOT_LOCAL` — **algorithm** || Q1.3 Ultra low-latency conversion, absorb \(\beta V_{th}\) — `NOT_LOCAL` — **algorithm, 2021** || Q1.4 KBS 2025 “AT-LIF” (different neuron) — `NOT_LOCAL` — **algorithm** || Q1.5 Spiking Inference Accelerator (SIA) — `NOT_LOCAL` — FPGA, binary IF/LIF, **no absorb** || Q1.6 STT-BSNN dynamic threshold / BN-into-IF — `NOT_LOCAL` — **CIM, out of round-2 identity** || Q1 discarded / not AT-LIF-absorb accelerators || Query 2 — hybrid binary spike + continuous residual datapath, SNN hardware 2025–2026 || Q2.1 SymbolicLight V1 — `NOT_LOCAL` — **closest algorithm dual-consumer; hardware not delivered** || Q2.2 SymbolicLight V2 — `NOT_LOCAL` — **closest hardware hybrid; still not Prosperity-after-absorb OF** || Q2.3 DMP-SNN dual memory pathways — `NOT_LOCAL` — hardware, dual **memory**, not dual residual consumer || Q2.4 FireFly v2 non-spike ops — `NOT_LOCAL` (FireFly-S is the local FireFly ID; v2 is earlier) || Q2.5 Spike-IAND-Former accelerator — `NOT_LOCAL` — **deletes residual** || Q2.6 Spike-driven Transformer sparse accelerator — `NOT_LOCAL` || Q2.7 FireFly-T dual-engine overlay — `NOT_LOCAL` || Q2.8 DATE hybrid dense/sparse cores — see Query 6 (same paper). || Q2.9 Hybrid SNN–ANN *system* papers (not same-producer) || Query 3 — product sparsity × (optical flow OR event camera) || Q3.1 Prosperity itself — `IN_LOCAL` (2503.03379) || Q3.2 Event-camera OF on SENECA — `NOT_LOCAL` — sparsity ≠ product sparsity || Q3.3 CSSL event OF — `NOT_LOCAL` — algorithm || Q3.4 ASNA-Flow — `NOT_LOCAL` — dedicated event-OF SNN ASIC, not product sparsity || Q3 discarded (not product sparsity, or not SNN hardware) || Query 4 — dual-path SNN membrane shortcut accelerator, TCAS / ISSCC || Q4.1 ISSCC 2025/2026 SNN dual-path shortcut || Q4.2 TCAS-I / TCAS-II dual-path membrane shortcut || Q4.3 Spike-driven Transformer ResBuffer (Q2.6) and IAND (Q2.5) || Query 5 — Prosperity / LoAS / FireFly applied to optical flow || Query 6 — DATE 2025 hybrid dense/sparse SNN cores, arXiv 2411.15409 || Q6.1 Aliyev et al. — `NOT_LOCAL` — **the named DATE 2025 paper, confirmed** || Q6.2 Other DATE 2025 SNN mapping (same venue, different paper) || Cross-query scoreboard (only papers that survived a primary-page check) || Verdict for round-2 fusion (facts, not a proposal) || Primary URLs (for later deep-read; do not treat as extra papers)",machine_indexed_not_full_read,32
research/hardware_innovation_20260908/exploration_tcasii_20260911/round3_gap/DECISION_LOG.md,Decision log — round 3 gap + independent reopen (2026-09-11),,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/round3_gap/README.md,Round 3 — remaining venue gaps after absorb identity,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/round3_gap/REPORT.md,Round 3 报告：缺口精读 + 证据后再独立构想,1. 新先验（抄全 A，不当标题） || 2. full_chain 观察（不是净服务） || 3. 独立再构想（48 条 → 8 簇） || 4. 现在硬件从哪入手（仍交给 Codex，不扩 RTL） || 5. 明确不要做,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/round3_gap/SCOPE.md,Round 3 — fill remaining venue/task gaps (2026-09-11),,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/round3_gap/adversarial/ADV_H1.md,ADV — H1 typed last-use after round-3 priors (2026-09-11),Hostile mapping || Why it still fails as a title today || What would make H1 informative (not yet done),machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/round3_gap/fusion/FUSION_R3.md,Round-3 fusion clusters (post-evidence independent round),"H1 — typed last-use of {binary GeMM, continuous PED} on one producer || H2 — wait-class dump / stall tags (experiment, not a letter) || H3 — DATE overlay applied to r1 binary vs PED || H4 — keep residual ADD at a typed join || H5 — OF spatial / token pack / occupancy skip || H6 — train certificates / T-phase templates / PED-only regularizer || H7 — BN last-use / delayed-V as service || H8 — preview-V issue filter / dual-width acc / CSE across absorb || Explicit non-clusters (do not merge)",machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/round3_gap/independent/R3Q01_circuits.md,R3Q01 — circuit-level candidates (independent),R3Q01-I1 Typed dual last-use retirement scoreboard (binary GeMM vs PED/I24) || R3Q01-I2 Anti-fused 双 retirement 端口（1-bit spike FIFO vs I24 PED FIFO） || R3Q01-I3 拍内 stall-cause 比较器 + 带标签 credit 环 || R3Q01-I4 阈值边界 dual-width 累加器（T=10 连续 mix → 吸 θ 后窄 psum） || R3Q01-I5 隔离的 residual ADD 侧 ALU（保留 PED，拒绝 IAND / 拒绝双 MAC 共用 o） || R3Q01-I6 Last-use 开火门控的 same-port grant 比较器（净服务，不是 full-chain %） || R3Q01-I7 切断 BN 假依赖的 last-use retirement（BN 不是 X） || R3Q01-I8 事件 tile 的双 typed 对齐 FIFO（不是空间稀疏标题，不是 first-OF-HW）,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/exploration_tcasii_20260911/round3_gap/independent/R3Q02_architecture.md,R3Q02 — architecture / overlay / dual-path last-use join (independent candidates),R3Q02-I1 || R3Q02-I2 || R3Q02-I3 || R3Q02-I4 || R3Q02-I5 || R3Q02-I6 || R3Q02-I7 || R3Q02-I8,machine_indexed_not_full_read,0
