catalog_id,name,full_title,entity_type,venue,category,source_refs,source_files,source_urls,reading_status_by_source,reading_levels_by_source,attempt_status_by_source,include_stop_reasons,untried_interfaces,evidence_paths,precision_tier,A,B,X_hint,idea_card_paths,code_status,code_urls,code_scope,identity_note
W0364,hidden50_channel_prune,Ordinary hidden-channel 50% prune (control),paper,methodology 2026,sparsity,MUSHA-SP023,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-SP023: full_text || unclear || already_inventoried_musha_incremental || MUSHA-SP023: full_text,,MUSHA-SP023: include_as_control || MUSHA-SP023: used_as_control || include_as_control,最强简单控制之一：valid825 AEE 1.164732；目标层服务少49.90%。同时删PSN/门/FC2列。,-,"[""hardware_innovation_20260908/README.md"", ""hardware_innovation_20260908/algorithm/group_pruning_probe/README.md""]",P1_mid_rel,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0365,Pre-gated_MoE,Pre-gated MoE algorithm-system co-design,paper,ISCA 2024,sparsity,MUSHA-SP025,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-SP025: secondhand || unclear || already_inventoried_musha_incremental || MUSHA-SP025: secondhand,,MUSHA-SP025: deferred || MUSHA-SP025: not_tried || deferred,预门控MoE；任务域不同。,-,"[""01_ann_sparsity_mechanisms.md""]",P2_low_mid,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0366,CompRRAE,CompRRAE MSB-first bound early-stop for approximate compute,paper,arXiv 2019,circuit,MUSHA-CR005,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-CR005: html_arxiv || unclear || already_inventoried_musha_incremental || MUSHA-CR005: html_arxiv,,MUSHA-CR005: include_as_control || MUSHA-CR005: not_tried || include_as_control,高位先算+严格界早停对照；仅迁判决算法不迁RRAM。当前X未超此A。arXiv:1906.03180,严格MSB界+共享图按位需求门控同学生对照,"[""hardware_innovation_20260908/psn/psn_decision_one_page.md""]",P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0367,SPARK_CSE,SPARK conditional CSE / dynamic scheduling (TODAES lineage),paper,IEEE TODAES 2004,circuit,MUSHA-CR006,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-CR006: secondhand || unclear || already_inventoried_musha_incremental || MUSHA-CR006: secondhand,,MUSHA-CR006: include_as_control || MUSHA-CR006: not_tried || include_as_control,条件复制/动态CSE已有；按完成次序撤销公共子式须获同等权限对照。,-,"[""hardware_innovation_20260908/psn/psn_decision_one_page.md""]",P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0368,USEFUSE,USEFUSE unfinished intermediate MSB consumption,paper,journal (待核) 2025,circuit,MUSHA-CR007,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-CR007: secondhand || unclear || already_inventoried_musha_incremental || MUSHA-CR007: secondhand,,MUSHA-CR007: include_as_control || MUSHA-CR007: not_tried || include_as_control,未完成中间值高位消费先验；PSN改写须对照。,-,"[""hardware_innovation_20260908/psn/psn_decision_one_page.md""]",P1_mid_rel,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0369,ISSCC25_ConvFormer,ISSCC 2025 23.2 ConvFormer author PDF,paper,ISSCC 2025,circuit,MUSHA-CR008,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-CR008: author_pdf || unclear || already_inventoried_musha_incremental || MUSHA-CR008: author_pdf,,MUSHA-CR008: include_as_control || MUSHA-CR008: not_tried || include_as_control,边缘视觉Transformer硅片对照；已存author PDF。,与OF-SNN-T映射,"[""hardware_innovation_20260908/literature/ISSCC2025_23_2_ConvFormer_author.txt"", ""13_isscc_vlsi_hotchips_edge_npus.md""]",P0_high_rel,无全文不可继承,n/a,无,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_cards/unresolved_ISSCC25_ConvFormer.md,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0370,Park_TCAS-I_TD_SNN_CIM,Time-domain async SNN CIM (Park TCAS-I),paper,IEEE TCAS-I,circuit,MUSHA-CM005,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-CM005: name_only || unclear || already_inventoried_musha_incremental || MUSHA-CM005: name_only,,MUSHA-CM005: deferred || MUSHA-CM005: not_tried || deferred,时域异步SNN CIM；年份/全文待核。,年份核实,"[""10_cim_spike_opticalflow_accelerators.md""]",P0_high_rel,无全文不可继承,n/a,无,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_cards/unresolved_Park_TCAS_I_TD_SNN_CIM.md,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0371,X-Former_CIM,X-Former hybrid NVM projection + SRAM attention,paper,待核,circuit,MUSHA-CM006,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-CM006: secondhand || unclear || already_inventoried_musha_incremental || MUSHA-CM006: secondhand,,MUSHA-CM006: deferred || MUSHA-CM006: not_tried || deferred,混合NVM/SRAM Transformer CIM。,-,"[""10_cim_spike_opticalflow_accelerators.md""]",P1_mid_rel,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0372,Chih_ISSCC21_DigiCIM,Full-precision all-digital SRAM CIM (Chih),paper,ISSCC 2021,circuit,MUSHA-CM007,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-CM007: secondhand || unclear || already_inventoried_musha_incremental || MUSHA-CM007: secondhand,,MUSHA-CM007: deferred || MUSHA-CM007: not_tried || deferred,全数字SRAM CIM payload lane参考。,-,"[""10_cim_spike_opticalflow_accelerators.md""]",P2_low_mid,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0373,Samsung_6KMAC_NPU_ISSCC21,6K-MAC Feature-Map-Sparsity-Aware NPU in 5nm,paper,ISSCC 2021,circuit,MUSHA-IS001,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-IS001: secondhand || unclear || already_inventoried_musha_incremental || MUSHA-IS001: secondhand,,MUSHA-IS001: include_as_control || MUSHA-IS001: not_tried || include_as_control,特征图稀疏感知旗舰NPU；边缘稀疏执行对照。,-,"[""13_isscc_vlsi_hotchips_edge_npus.md""]",P2_low_mid,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0374,Tambe_ISSCC23_SparseTransformer,12nm Sparse Transformer with entropy early-exit and mixed-precision predication,paper,ISSCC 2023,attention,MUSHA-IS002,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-IS002: secondhand || unclear || already_inventoried_musha_incremental || MUSHA-IS002: secondhand,,MUSHA-IS002: include_as_control || MUSHA-IS002: not_tried || include_as_control,熵早退+混合精度谓词；注意力硅片对照。,-,"[""13_isscc_vlsi_hotchips_edge_npus.md"", ""01_ann_sparsity_mechanisms.md""]",P1_mid_rel,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0375,Wang_ISSCC22_ApproxTransformer,Approximate-Computing Transformer with asymptotic sparsity speculation,paper,ISSCC 2022,attention,MUSHA-IS003,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-IS003: secondhand || unclear || already_inventoried_musha_incremental || MUSHA-IS003: secondhand,,MUSHA-IS003: include_as_control || MUSHA-IS003: not_tried || include_as_control,渐近稀疏推测+乱序；稀疏执行硅片对照。,-,"[""13_isscc_vlsi_hotchips_edge_npus.md""]",P1_mid_rel,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0376,Tu_ISSCC22_BitlineTranspose_CIM,Bitline-transpose CIM-based sparse Transformer accelerator,paper,ISSCC 2022,circuit,MUSHA-IS004,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-IS004: secondhand || unclear || already_inventoried_musha_incremental || MUSHA-IS004: secondhand,,MUSHA-IS004: deferred || MUSHA-IS004: not_tried || deferred,CIM稀疏Transformer硅片；工艺线外。,-,"[""13_isscc_vlsi_hotchips_edge_npus.md""]",P0_high_rel,无全文不可继承,n/a,无,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_cards/unresolved_Tu_ISSCC22_BitlineTranspose_CIM.md,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0377,C-Transformer_ISSCC24,C-Transformer homogeneous DNN/Spiking-Transformer processor,paper,ISSCC 2024,attention,MUSHA-IS005,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-IS005: secondhand || unclear || already_inventoried_musha_incremental || MUSHA-IS005: secondhand,,MUSHA-IS005: include_as_control || MUSHA-IS005: not_tried || include_as_control,DNN/Spiking-Transformer同构处理器；同族硅片对照。,-,"[""13_isscc_vlsi_hotchips_edge_npus.md""]",P0_high_rel,无全文不可继承,n/a,无,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_cards/unresolved_C_Transformer_ISSCC24.md,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0378,QNAP_ISSCC21,Dual-mode CNN with effective-weight convolution and error-compensation prediction,paper,ISSCC 2021,sparsity,MUSHA-IS008,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-IS008: secondhand || unclear || already_inventoried_musha_incremental || MUSHA-IS008: secondhand,,MUSHA-IS008: include_as_control || MUSHA-IS008: not_tried || include_as_control,有效权卷积+误差补偿预测；条件执行硅片对照。,-,"[""13_isscc_vlsi_hotchips_edge_npus.md""]",P2_low_mid,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0379,Keller_VLSI22_INT4,Per-vector scaled INT4 Transformer engine in 5nm,paper,Symp. on VLSI 2022,attention,MUSHA-IS009,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-IS009: secondhand || unclear || already_inventoried_musha_incremental || MUSHA-IS009: secondhand,,MUSHA-IS009: include_as_control || MUSHA-IS009: not_tried || include_as_control,INT4 Transformer引擎；量化对照。,-,"[""13_isscc_vlsi_hotchips_edge_npus.md""]",P2_low_mid,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0380,Eyeriss,Eyeriss row-stationary CNN accelerator,paper,ISCA 2016,circuit,MUSHA-IS012,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-IS012: secondhand || unclear || already_inventoried_musha_incremental || MUSHA-IS012: secondhand,,MUSHA-IS012: include_as_control || MUSHA-IS012: not_tried || include_as_control,经典边缘数据流控制祖先。,-,"[""13_isscc_vlsi_hotchips_edge_npus.md""]",P2_low_mid,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0381,Guo_stacked_CIS_EVS,Three-wafer-stacked hybrid 15MP CIS + 1MP EVS,paper,ISSCC 2023,event,MUSHA-IS013,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-IS013: secondhand || unclear || already_inventoried_musha_incremental || MUSHA-IS013: secondhand,,MUSHA-IS013: deferred || MUSHA-IS013: not_tried || deferred,堆叠CIS+EVS传感器；禁止声称first hybrid DVS-CIS。,-,"[""11_event_camera_stack_accelerators.md""]",P1_mid_rel,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0382,Prophesee_Sony_EVS_ISSCC20,Prophesee/Sony 1280x720 event vision sensor,paper,ISSCC 2020,event,MUSHA-IS014,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-IS014: secondhand || unclear || already_inventoried_musha_incremental || MUSHA-IS014: secondhand,,MUSHA-IS014: include_as_control || MUSHA-IS014: not_tried || include_as_control,事件传感器硅片基线。,-,"[""11_event_camera_stack_accelerators.md""]",P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0383,Cha_ISCAS25_DVS_CIS_NPU,Energy-Efficient Daily Surveillance with Event-based NPU Triggering,paper,ISCAS 2025,event,MUSHA-IS015,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-IS015: secondhand || unclear || already_inventoried_musha_incremental || MUSHA-IS015: secondhand,,MUSHA-IS015: deferred || MUSHA-IS015: not_tried || deferred,DVS-CIS NPU触发；系统级融合背景。,-,"[""11_event_camera_stack_accelerators.md""]",P1_mid_rel,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0384,C1_Prosperity_fusion_G2G4,C1 input G2/G4 APEC + Prosperity residual fusion (same-workload),paper,local_experiment 2026,sparsity,MUSHA-LX001,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-LX001: full_text || unclear || already_inventoried_musha_incremental || MUSHA-LX001: full_text,,MUSHA-LX001: stop_this_variant || MUSHA-LX001: attempted_variant_failed || stop_this_variant,同负载：相对Prosperity多81.52%/16.44%；大缓存后仍多2.964%。停止该融合布局。失败布局≠APEC/Prosperity整类失败。,改变共同构造后再测,"[""same_workload_c1c2_20260907/net_benefit.md"", ""same_workload_c1c2_20260907/c1_attempt_r1/result.json""]",P1_mid_rel,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0385,C2_static_common_mode_share,C2 static common-mode share on time-parallel baseline,paper,local_experiment 2026,circuit,MUSHA-LX002,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-LX002: full_text || unclear || already_inventoried_musha_incremental || MUSHA-LX002: full_text,,MUSHA-LX002: stop_this_variant || MUSHA-LX002: attempted_variant_failed || stop_this_variant,加法少8.96%但周期多0.23454%。停止该静态共享布局；不证明PSN完整A失败。,完整源打包/LoAS/BN2域,"[""same_workload_c1c2_20260907/net_benefit.md"", ""same_workload_c1c2_20260907/c2/functional_r4c/result.json""]",P1_mid_rel,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0386,support_code_zero_response_X,Train W for input-code-correlated whole-word cancellation (zero-response X),paper,local_proposal 2026,circuit,MUSHA-LX003,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-LX003: full_text || unclear || already_inventoried_musha_incremental || MUSHA-LX003: full_text,,MUSHA-LX003: stop_as_title_claim || MUSHA-LX003: attempted_variant_failed || stop_as_title_claim,创新门停止：码展开one-hot后普通块稀疏L可跳过同一字；无区别于约束块剪枝的新求解。概念约4.5/10。完整LUT-DLA未迁完。,若提出区别于块剪枝的新训练结构可重开审查,"[""hardware_innovation_20260908/bn_state/response_zero_one_page.md"", ""hardware_innovation_20260908/README.md""]",P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0387,PSN_stop_when_theta_g_determined_X,Stop computing U once theta_g issuance is determined,paper,local_proposal 2026,circuit,MUSHA-LX004,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-LX004: full_text || unclear || already_inventoried_musha_incremental || MUSHA-LX004: full_text,,MUSHA-LX004: stop_as_title_claim || MUSHA-LX004: attempted_variant_failed || stop_as_title_claim,可由严格上下界迁移；按完成次序CSE未超SPARK/USEFUSE+按位按需。保留PSN费用问题，停当前两种提法。,完整da4ml A + 指出可省的具体位宽/扇出/RF,"[""hardware_innovation_20260908/psn/psn_decision_one_page.md""]",P1_mid_rel,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0388,patch_continuous_check_vs_one_permit,Patch continuous completion check vs one-shot permit,paper,local_experiment 2026,sparsity,MUSHA-LX005,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-LX005: full_text || unclear || already_inventoried_musha_incremental || MUSHA-LX005: full_text,,MUSHA-LX005: stop_this_variant || MUSHA-LX005: attempted_variant_failed || stop_this_variant,持续检查比一次许可慢0.6274%；不能只报相对完整执行少6.89%。停止该控制版本创新扩展。,参考选择/缓存链/完整训练未实施，未冒写成失败,"[""hardware_innovation_20260908/README.md"", ""hardware_innovation_20260908/algorithm/patch_probe/partial_completion/README.md""]",P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0389,patch_row34_temporal_structure,Patch public 3-col + 7-private-tail temporal structure (row34),paper,local_experiment 2026,snn_flow,MUSHA-LX006,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-LX006: full_text || unclear || already_inventoried_musha_incremental || MUSHA-LX006: full_text,,MUSHA-LX006: stop_this_variant || MUSHA-LX006: partial || stop_this_variant,结构可取消更多前驱Conv，但新增电路贡献薄(~5.5/10)。连续分组增量仅2.03%逻辑取权。停止作标题；精度底座保留。,改变空间P/混合Y-U/热权重用的完整链同预算,"[""hardware_innovation_20260908/README.md"", ""hardware_innovation_20260908/algorithm/patch_probe/dependency/""]",P2_low_mid,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0390,NR4_cost_training_variant,NR4 execution-cost training with shuffled-group control,paper,local_experiment 2026,sparsity,MUSHA-LX007,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-LX007: full_text || unclear || already_inventoried_musha_incremental || MUSHA-LX007: full_text,,MUSHA-LX007: stop_this_variant || MUSHA-LX007: attempted_variant_failed || stop_this_variant,匹配类别边际后真实组≤打乱组；该NR4费用训练版停止。,-,"[""hardware_innovation_20260908/README.md"", ""hardware_innovation_20260908/algorithm/nrv_cost_probe/README.md""]",P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0391,class_vs_packed_time_path,Integer class path vs packed time path under strong NR4 controls,paper,local_experiment 2026,snn_flow,MUSHA-LX008,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-LX008: full_text || unclear || already_inventoried_musha_incremental || MUSHA-LX008: full_text,,MUSHA-LX008: stop_this_variant || MUSHA-LX008: attempted_variant_failed || stop_this_variant,弱对照14-20%优势在强分块+共同NR4后仅0.58%-1.70%；三原行下类别更慢。撤回贡献。F_live>1公平重测仍开放(P1-4)。,F_live>1同资源搜索,"[""hardware_innovation_20260908/README.md"", ""hardware_innovation_20260908/literature/AB_STACK_RESEARCH_20260908.md""]",P2_low_mid,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0392,support_set_proj_share_T10_bound,Support-set output projection share / full-T10 strict suffix bound,paper,local_experiment 2026,circuit,MUSHA-LX009,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-LX009: full_text || unclear || already_inventoried_musha_incremental || MUSHA-LX009: full_text,,MUSHA-LX009: stop_this_variant || MUSHA-LX009: attempted_variant_failed || stop_this_variant,额外机会仅~1%-1.7%；两种具体形态停止。非整类条件执行否证。,-,"[""hardware_innovation_20260908/README.md"", ""hardware_innovation_20260908/psn/gustavsnn_hardware_direction.md""]",P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0393,SVD_lowrank_PSN_gate,SVD prediction + PSN exact with norm-gate control,paper,local_experiment 2026,circuit,MUSHA-LX010,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-LX010: full_text || unclear || already_inventoried_musha_incremental || MUSHA-LX010: full_text,,MUSHA-LX010: stop_this_variant || MUSHA-LX010: attempted_variant_failed || stop_this_variant,补齐静态常量折叠后普通范数门控更快；停止该低秩版本。,-,"[""hardware_innovation_20260908/README.md"", ""hardware_innovation_20260908/psn/independent_review.md""]",P1_mid_rel,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0394,fixed_BN_cal32_integer_S0,Fixed BN (cal32) + INT8 S0 integer deployment base,paper,local_experiment 2026,snn_flow,MUSHA-LX011,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-LX011: full_text || unclear || already_inventoried_musha_incremental || MUSHA-LX011: full_text,,MUSHA-LX011: include_as_control || MUSHA-LX011: used_as_control || include_as_control,通过AEE预算的数值底座（S0 INT8 AEE 1.201807）；量化/BN折叠/阈值编译不作标题创新。,联合固定全部BN范围,"[""hardware_innovation_20260908/README.md"", ""hardware_innovation_20260908/algorithm/valid825_cal32/summary.json"", ""hardware_innovation_20260908/algorithm/integer_s0_valid825/summary.json""]",P2_low_mid,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0395,TermiNETor_DynConv_priors,TermiNETor joint termination training / DynConv precursor production mask,paper,待核,sparsity,MUSHA-LX012,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-LX012: secondhand || unclear || already_inventoried_musha_incremental || MUSHA-LX012: secondhand,,MUSHA-LX012: include_as_control || MUSHA-LX012: not_tried || include_as_control,条件生产原文支持；不再作为新增原则包装。,venue核实,"[""hardware_innovation_20260908/README.md"", ""hardware_innovation_20260908/literature/patch_conditional_fusion_followup_20260908.md""]",P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0396,BNFF_AVP_DavisArel,BNFF stats+consumer fusion / AVP moment propagation / Davis-Arel low-rank conditional compute,paper,multiple 2019,other,MUSHA-LX013,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-LX013: secondhand || unclear || already_inventoried_musha_incremental || MUSHA-LX013: secondhand,,MUSHA-LX013: include_as_control || MUSHA-LX013: used_as_control || include_as_control,BN/低秩条件计算先验；独立评审引用。不作新标题。,-,"[""hardware_innovation_20260908/README.md"", ""hardware_innovation_20260908/psn/independent_review.md""]",P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0397,HYTE_Buffets,HYTE + Buffets tiling/capacity/credit multicast,paper,待核,circuit,MUSHA-LX014,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-LX014: secondhand || unclear || already_inventoried_musha_incremental || MUSHA-LX014: secondhand,,MUSHA-LX014: include_as_control || MUSHA-LX014: not_tried || include_as_control,AB_STACK A3；分块/容量/信用多播底座，不改变稀疏结构本身。,-,"[""hardware_innovation_20260908/literature/AB_STACK_RESEARCH_20260908.md""]",P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0398,Flextron_nested_width,Flextron nested dynamic width routing,paper,待核,sparsity,MUSHA-LX015,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json || research/literature_audit_mushaolong_20260909/literature_inventory.json,,MUSHA-LX015: secondhand || unclear || already_inventoried_musha_incremental || MUSHA-LX015: secondhand,,MUSHA-LX015: deferred || MUSHA-LX015: not_tried || deferred,AB_STACK A7；共享源并集可能≈满宽。,-,"[""hardware_innovation_20260908/literature/AB_STACK_RESEARCH_20260908.md""]",P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0399,GustavSNN-public-mirror,GustavSNN public paper mirror + local CPTB/NRV migration artifacts,open_source,open-source/local-mirror,开源实现/仓库,OS-01,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,,OS-01: 本轮盘点入库；深度=工件/生态定位，非论文全文精读 || open_source_inventory || new_this_round,,OS-01: 开源/工件盘点,补齐开源实现维度,battlefield literature GustavSNN_HPCA2026_public_mirror,,P0_high_rel,SNN训练/仿真框架,无该开源能力时的默认路径,开源≠标题X,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_cards/os_GustavSNN_public_mirror.md,code_not_located_in_aggregated_sources,,论文镜像/本地迁移入口；原 open_source 标签不能证明作者代码已开源,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
