file,title,mechanism_A,network_gap_B,candidate_increment_X,strong_control,missing_assumption_or_evidence,decision_and_reason,novelty_potential_0to4,fit_0to4,evidence_depth
arxiv_2606.03428.md,PrimeSVT: An Automated Memory-aware Pruning Framework with Prioritized Compression Policy for Spiking Vision Transformers,PrimeSVT按内存收益优先非均匀通道剪枝,模型存储与实际源请求并非同一瓶颈,物理共同字和消费者约束比参数量目标多什么待测,完整PrimeSVT、HiNM/VENOM、普通敏感度减宽,层选择/训练总预算/λ是否按验证选；现场流量未证,保留自动化强控制；大层优先不自动对应最贵活动层,1,3,card only; 已逐字读卡，名称或摘录不计全文
arxiv_2606.09213.md,SNN-MLIR: An MLIR Dialect for Compiling Neuromorphic SNNs from NIR to Bare-Metal C,SNN-MLIR统一神经元IR与量化rescale,非因果矩阵/跨RNE定义须被编译器保留,完整多消费者依赖及定点语义降级可做工具增量,同函数手写整数参考及现有MLIR算子融合,卡列无卷积/线性链局限；跨RNE融合是否合法,工具底座；正确编译桥不是硬件净服务证据,1,2,card only; 已逐字读卡，名称或摘录不计全文
arxiv_2606.13354.md,SupraSNN: Exploiting Synapse-Level Parallelism in Spiking Neural Network Accelerators through Co-Optimized Mapping and Scheduling,SupraSNN组播树/同步归约与突触映射,广播、归约、状态持有互相约束,全T10消费者完成下的资源分配待实现,同扇出/缓冲普通组播归约及GP,中心LIF就绪不能替满T10；无缓冲树对负载/反压要求,保留互连强底座；不同并行维度须付同资源税,2,3,card only; 已逐字读卡，名称或摘录不计全文
arxiv_2606.22296.md,SCENIC: Semantic-Conditioned Edge-Aware Neural Framework for Structured IoT Command Generation,SCENIC结构化IoT指令与压缩评估,与本光流算子/消费者无直接对应,无明确硬件增量,普通剪枝/QAT及当前真实GT恢复,NLP任务、EM指标与部署场景不同,只留训练后导出评价纪律；不做融合候选,0,0,card only; 已逐字读卡，名称或摘录不计全文
arxiv_2607.05445.md,BitFair: A 12-nm Bit-Serial CNN Accelerator with Learnable Early Termination and Adaptive Bit Ordering for Ultra-Low-Power XR Vision,BitFair全输入bit-plane归约、学习阈值/生存loss/位序及PE终止,多T门与连续消费者共享节点未必可一起停,训练改变未发射节点的需求并集才是候选差分,完整BitFair、BitSET/FGIE、exact宽度header、whole-word与普通低位whole,原法有损ReLU置零；权bit-plane不是lifting RNE层；检查/余量状态需收费,重点保留强条件计算底座；当前不认定新X或晶圆实测,2,4,primary text inspected; 本轮已读相关方法段，别名不另计全文
flexspim_iscas2025.md,FlexSpIM,FlexSpIM权/膜异构驻留与operand shaping数字CIM,选择驻留对象会改变读写与精度浪费,本地同端口下跨消费者合法状态复用待测,普通WS/OS混合、最优活性分配和同位宽数字核,五相位CIM与有限RF非同面积；未核作者全公式,保留驻留对照；不以CIM技术不同否族，也不搬宏能效,1,2,card only; 已逐字读卡，名称或摘录不计全文
isscc2025_convformer.md,ISSCC25-ConvFormer,与2512.17555同ISSCC短文；CFMP和DR-LFS完整接口,稀疏latent恢复为密集输出的实际费用,同第54条，聚焦未完成消费者对生产端的需求,完整FMS/DRU和普通低秩/分组/preview-only,卡把early decoder-stop与神经门证书混联；训练recipe仍缺,合并同文证据并保留此行；不用两张卡算两套独立先验,2,4,primary text inspected; 本轮已读相关方法段，别名不另计全文
os_2_4_sparse_stack.md,2:4-sparse-stack,NVIDIA/apex 2:4训练和稀疏核工具线索,半权非零但源bank字可仍全部命中,工具本身无X，用于保证普通对照强度,实际2:4内核/完整dense及同训练步数,版本/具体接口未核；Tensor Core限制不等于ASIC限制,保留对照工具；无核调用证据不称仓库已复现,0,3,card only; 已逐字读卡，名称或摘录不计全文
os_DeepSpeed.md,DeepSpeed,DeepSpeed压缩生态线索,训练器可复用但不提供此PSN执行合同,没有工具外独立机制,相同训练loss/预算的原trainer,卡未给仓库文件/版本/实际调用；名称级非工件审读,工具待核；不可将生态条目计论文全文或硬件方案,0,1,card only; 已逐字读卡，名称或摘录不计全文
os_GPT_Q_AWQ_family.md,GPT-Q/AWQ family,GPTQ/AWQ量化工具族，卡未指定实现,激活相关误差应成为普通强量化分母,本地消费者/膜误差改变补偿目标需另证明,普通逐通道dyadic、OBC/GPTQ与activation-aware缩放,LLM权only到连续膜、逐步RNE、scale的可折叠性,留强工具族；需具体实现和相同校准集，不凭名字加分,1,3,card only; 已逐字读卡，名称或摘录不计全文
os_GustavSNN_public_mirror.md,GustavSNN-public-mirror,这是GustavSNN论文镜像及本地迁移，不是训练框架,GP/CPTB/NRV需要完整端口及非因果接口,镜像本身不贡献X,原Gustav全文、最优普通GP和完整本地服务,卡A类别误填；不能把public mirror当官方开源RTL,纠正角色并归并Gustav文献；保留原文与迁移两种证据,0,4,card only; 已逐字读卡，名称或摘录不计全文
os_MemFlow.md,MemFlow,MemFlow记忆式光流估计/预测线索,跨帧状态可复用但要付缓存与检索,过去已完成信息能否支持早期source抑制待具体化,普通上一帧warmstart、无记忆同网、真实相邻帧,卡未读实现；写入/遗忘规则、预测时刻和新边界未知,优先保留因果任务强对照；不能用名字授予在线oracle,2,2,card only; 已逐字读卡，名称或摘录不计全文
os_SEA_RAFT.md,SEA-RAFT,SEA-RAFT光流训练和迭代精炼工具线索,更便宜算法会削弱硬件分母,本卡没有超出原算法的执行增量,少迭代RAFT、原coarse readout与同AEE父,当前前馈SNN无同类迭代；必须区分模型身份,保留算法强控制；不能只对默认32轮RAFT取胜,1,2,card only; 已逐字读卡，名称或摘录不计全文
os_Scale_Sim.md,Scale-Sim,SCALE-Sim脉动阵列工具,需要校验MAC阵列传统调度分母,仅模型工具，无X,可复核手工小例/实际RTL服务,稀疏控制、共享DAG、RNE、反压非自动被支持,作为辅助模型；不要把未建语义输出称真实周期,0,2,card only; 已逐字读卡，名称或摘录不计全文
os_SparseGPT.md,SparseGPT,SparseGPT稀疏补偿工具线索,普通二阶恢复可能吃掉新剪枝优势,目标真实两消费者的差分须超出二阶补偿,固定mask OBC、完整SparseGPT、同GT恢复,输入协方差和硬门误差非等价；官方调用未核,保留必要强控制；工具不能替真实物理字计费,1,3,card only; 已逐字读卡，名称或摘录不计全文
os_Vitis_AI.md,Vitis-AI,Vitis AI量化/编译工具线索,端到端导出要保定点和层间布局,卡无新增机制,相同数值普通FPGA DSP与手写定点,版本/支持算子/PSN自定义fallback未核,部署工具待核；不能把通用量化导出当完整本地链,0,2,card only; 已逐字读卡，名称或摘录不计全文
os_ZigZag.md,ZigZag,ZigZag架构/映射搜索工具,资源约束与数据复用须系统枚举,工具本身不产生跨消费者增量,同资源普通最优映射/手工必要下界,稀疏索引、逐步RNE、动态反馈需扩模型,保留分母探索工具；不把roofline当周期排程,0,2,card only; 已逐字读卡，名称或摘录不计全文
os_rpg_e2vid.md,rpg_e2vid,E2VID事件到图像重建工具线索,重建可能提供普通帧视觉对照也增加成本,卡无具体可免patch的增量,直接事件流网、相同重建加光流全链,重建state、帧延迟、teacher图像不可免费在线,数据/算法参照；不以重建结果替原事件任务输入而不收费,0,1,card only; 已逐字读卡，名称或摘录不计全文
os_sparsity.md,sparsity,PyTorch/ao稀疏工具族,可用来固定结构mask/训练权限,卡未提出工具之外的差分,实际2:4/结构mask、普通dense同恢复预算,未列版本或执行实现；名称不能保证真skip,保留工具入口，全文/工件阅读深度不沿模板抬高,0,3,card only; 已逐字读卡，名称或摘录不计全文
os_v2e.md,v2e,v2e视频到DVS模拟器线索,稀疏统计需要真实传感噪声而非便利合成,无硬件X，能用于受控motion反例,真实DSEC、不同噪声/阈值的固定模拟控制,视频帧率/插值无法恢复全部真实事件timing,保留数据工具；合成支持收益不可填真实服务分母,0,1,card only; 已逐字读卡，名称或摘录不计全文
os_verilator.md,verilator,Verilator功能仿真工具,需要验证完整数值/握手/背压,工具无新机制,独立整数参考、相同TB和模型语义,功能PASS不等于综合PPA或系统速度,保留提交验证工具；不计论文/架构新颖分,0,4,card only; 已逐字读卡，名称或摘录不计全文
riscsparse_iccad2024.md,RISCSparse,RISCSparse规则图/向量建表、Gather-Matmul-Scatter与BN融合,真实稀疏索引和halo可吞算术收益,已有规则dense输出上能否省建表和状态待测,直接地址GP/静态halo、完整RISCSparse及普通SparseConv,亚流形输出不膨胀不同于当前dense输出；BN须固定才折,保留mapping强对照；不可把only occupied坐标默认当本地输出合同,2,3,card only; 已逐字读卡，名称或摘录不计全文
unresolved_ANT.md,ANT: Exploiting Adaptive Numerical Data Type for Low-Bit Deep Neural Network Quantization,ANT题名指向自适应数值类型；机制全文未核,低位膜/权格式可能有普通强替代,未核验，不能指定X,均匀dyadic/PoT与实际ANT同精度,库存有MICRO2022官方MS Research链接；不等于已读方法,补链接/保留未读；不因抓取失败否定数值格式族,NA,2,card only; 另查本地库存定位，未沿用其全文深度
unresolved_Bishop.md,Bishop: Sparsified Bundling Spiking Transformers with Error-Constrained Pruning,Bishop重复别名，已能对应2505.12281,同第46条束级稀疏与实际消费者,同第46条，非另一候选,完整TTB/BSA/ECP与同资源GP,原卡unresolved已被同包实名卡及原文消解,合并到已核Bishop；保留记录但不重复计全文数量,2,4,primary text inspected; 本轮已读相关方法段，别名不另计全文
unresolved_C_Transformer.md,20.5 C-Transformer: A 2.6-18.1μJ/Token Homogeneous DNN-Transformer/Spiking-Transformer Processor with Big-Little Network and Implicit Weight Generation for Large Language Models,C-Transformer题名含大小网和隐式权生成，全文未核,权流量可能是普通压缩参照,未核验,同小网、完整隐式权生成与普通量化,LLM同构DNN/SNN处理与满T10回归消费者不同,保留芯片线索；不从题名推导已支持本残差拓扑,NA,1,card only; 已逐字读卡，名称或摘录不计全文
unresolved_Cha_DVS_CIS_NPU_trigger.md,完整题名待核；Cha DVS/CIS NPU trigger,DVS/CIS触发NPU仅简称,可避免无事件整帧唤醒，但不等于内部skip,未核验,事件rate触发/周期处理同召回与延迟,作者题名/会刊/触发机制均不明确,未核验保留，不把传感触发当网络门证书,NA,1,card only; 已逐字读卡，名称或摘录不计全文
unresolved_CompRRAE.md,CompRRAE: RRAM-based Convolutional Neural Network Accelerator with Reduced Computations through a Runtime Activation Estimation,CompRRAE运行时激活估计题名,预测零值可减少模拟计算,未核验，需先核预测成本和有损定义,普通阈值/位前缀/精确界及同资源全算,RRAM转换/ADC与当前数字RNE不同；正文缺失,保留早停强先验线索；不以技术不同当反证,NA,2,card only; 已逐字读卡，名称或摘录不计全文
unresolved_DPES.md,Advancing energy efficiency of spiking neural network accelerator via dynamic predictive early stopping,DPES动态预测停止；本卡未取全文,时间输出可能早退但当前完整T10必消费,未核验，本轮不借其停止条件,普通全T/静态时步裁剪/whole-word,库存已给IEICE官方全文链接及旧阅读记录；不能继续说论文未找到,修正为本卡未读/可取；不把IF早停当PSN合法停止,NA,3,card only; 另查本地库存定位，未沿用其全文深度
unresolved_EEMFlow.md,Efficient Meshflow and Optical Flow Estimation from Event Cameras,EEMFlow meshflow/光流题名,网格预测可能减稠密头但须恢复像素,未核验,普通coarse head/双线性与同分辨率模型,mesh到dense恢复、事件表示、精度和代码未核,保留任务强简化线索；未读不能停族,NA,2,card only; 已逐字读卡，名称或摘录不计全文
unresolved_ERAFT_FPGA.md,An FPGA-based Real-Time Optical Flow Accelerator for Recurrent All-Pairs Field Transforms,ERAFT FPGA加速器题名,相关lookup/迭代存储可能提供架构对照,未核验,普通相同RAFT迭代与当前无相关体网,E-RAFT还是RAFT身份及模块映射未核,保留硬件线索；不能用该名证明事件CNN/PSN支持,NA,1,card only; 已逐字读卡，名称或摘录不计全文
unresolved_Eyeriss_chip.md,Eyeriss: An Energy-Efficient Reconfigurable Accelerator for Deep Convolutional Neural Networks,Eyeriss芯片题名，库存已有JSSC DOI,卷积reuse/压缩是必须给足的普通实现,卡无新差分,row-stationary、零跳过、halo与共享缓存,未核芯片正文；不要与ISCA体系结构文混为一份,补已存在定位，作为普通强底座而非未定位禁区,NA,3,card only; 另查本地库存定位，未沿用其全文深度
unresolved_FACT.md,FACT: sparse/approx attention accelerator,FACT注意力加速器简称，身份未核,注意力稀疏是否是当前瓶颈未知,未核验,真实spike QK/AND-popcount及完整attention,缺唯一题名/DOI和实际方法；不能推断支持PSN,保留名称线索，不编造机制或会议,NA,1,card only; 已逐字读卡，名称或摘录不计全文
unresolved_FireFly.md,FireFly: A High-Throughput Hardware Accelerator for Spiking Neural Networks,FireFly原代题名，勿混S/T两代,基础SNN数据流可能是对照,未核验,实际原代、FireFly-S/T分开同资源,首代神经元/流水与后代稀疏能力不能混称,保留原代待读；不复用S/T细节填正文,NA,2,card only; 已逐字读卡，名称或摘录不计全文
unresolved_FlowAcc.md,FlowAcc: Real-Time High-Accuracy DNN-based Optical Flow Accelerator in FPGA,FlowAcc的DATE2022身份库存可定位,DNN光流硬件形成完整算法/存储强控制,未核验,同精度FPGA光流全链和当前coarse父,题名不能推导是SNN/事件输入；完整方法未读,修正为有DOI未读正文；不以抓取失败当负结果,NA,2,card only; 另查本地库存定位，未沿用其全文深度
unresolved_ISSCC22_UED_SNN.md,Ultimate Event-Driven SNN wake-up SoC,Ultimate event-driven wake-up SoC简称,空闲唤醒与内部稀疏执行不是同问题,未核验,普通event-trigger加时钟门控,唯一芯片身份、唤醒延迟/假阴性/域切换未核,保留平台线索；不把wake-up当多消费者完成,NA,1,card only; 已逐字读卡，名称或摘录不计全文
unresolved_Keller_Per_Vector_INT4.md,A 95.6-TOPS/W Deep Learning Inference Accelerator With Per-Vector Scaled 4-bit Quantization in 5 nm,per-vector INT4芯片，库存有VLSI/JSSC DOI,共同向量尺度与低位格式应作普通控制,未核验,同向量scale量化、现dyadic与完整CMVM,量化scale/解码、跨RNE并非可随意融合；正文未核,补定位并保留低位强对照，不搬TOPS/W,NA,3,card only; 另查本地库存定位，未沿用其全文深度
unresolved_Lele_fused_frame_event_optical_flow.md,完整题名待核；Lele fused frame-event optical flow,Lele帧事件光流SoC简称,不同传感输入共同消费者可给接口线索,未核验,普通双分支/共享前端同传感与输出,论文身份/同步方式/连续帧输入带宽未核,保留融合线索；不能凭双模态名声称同T10解决方案,NA,2,card only; 已逐字读卡，名称或摘录不计全文
unresolved_MACISH.md,MACISH: Designing Approximate MAC Accelerators With Internal-Self-Healing,MACISH近似MAC自修复题名,局部算术误差可能被后续修复但门误差敏感,未核验,普通低位MAC、exact CSD和固定QAT,误差模型/修复trigger/状态开销与RNE不同,保留近似强控制；缺全文不产生可用误差证书,NA,2,card only; 已逐字读卡，名称或摘录不计全文
unresolved_Neuro_CIM_JSSC_extension.md,Neuro-CIM: ADC-Less Neuromorphic Computing-in-Memory Processor With Operation Gating/Stopping and Digital–Analog Networks,Neuro-CIM JSSC扩展仅引文,operation gating/stopping可能是强原始先验,未核验,原CIM完整转换及普通数字门控,需区分VLSI原作/期刊扩展；ADC-less不等于无转换税,保留全文缺口；不能复用芯片标题补未读细节,NA,2,card only; 另查本地库存定位，未沿用其全文深度
unresolved_Optical_flow_tracking_FPGA.md,A Real-Time and Efficient Optical Flow Tracking Accelerator on FPGA Platform,光流tracking FPGA题名,稀疏跟踪输出不能直接代稠密flow,未核验,同点数跟踪、完整dense恢复和当前父,算法/点数/真值/反馈依赖未核,任务硬件参照；不把低资源稀疏输出当同任务下界,NA,1,card only; 已逐字读卡，名称或摘录不计全文
unresolved_Park_TCAS_I_TD_SNN_CIM.md,Time-domain async SNN CIM (Park TCAS-I),Park时间域async SNN CIM简称,时域状态/异步门控潜在先验,未核验,普通数字定点及同精度时间域神经元,唯一身份、timing编码、复位/噪声未核,保留电路线索；不假设支持非因果矩阵或θ幅值,NA,1,card only; 已逐字读卡，名称或摘录不计全文
unresolved_Quantized_SpikeDriven_Transformer.md,Quantized Spike-driven Transformer (IE-LIF multi-bit train / binary infer),Quantized SDT/IE-LIF题名线索,多bit训练到门推理可能压时间信息,未核验,普通QAT/PSN/SpikePack同输出合同,何时多bit、如何解码/保持θ和连续支路未核,保留训推强控制；不从binary infer字样推断网络等价,NA,3,card only; 已逐字读卡，名称或摘录不计全文
unresolved_SDformerFlow.md,SDformerFlow: Spiking Transformer for Event Optical Flow,SDformerFlow主模型；库存对应2409.04082和ICPR2024,本地真实r1/PED依赖必须以源码与捕获为准,主模型身份本身不是X,同checkpoint原网络和完整定点普通父,此unresolved标签过时；本轮只核库存未重新精读论文,归并主网络来源；避免把主模型写成从未找到,0,4,card only; 另查本地库存定位，未沿用其全文深度
unresolved_SPARTA.md,SPARTA Spiking Transformer accelerator,SPARTA Spiking Transformer仅简称,可能覆盖attention/稀疏控制,未核验,完整原作和spike QK普通核,无唯一题名/网址，不能混别的SPARTA项目,保留待定位，不评分概念成熟度,NA,1,card only; 已逐字读卡，名称或摘录不计全文
unresolved_Sanger.md,Sanger: sparse attention accelerator,Sanger sparse attention简称,attention近似是否能省当前工作待核,未核验,同精度dense/稀疏attention与AND-popcount,缺正文和确切门控/动态mask语义,保留强先验线索；不能套成lifting停止方法,NA,1,card only; 已逐字读卡，名称或摘录不计全文
unresolved_Spike_FlowNet.md,Spike-FlowNet: Event-based Optical Flow Estimation with SNNs,Spike-FlowNet别名可对2003.06696,同第7条混合编码器和连续消费,同第7条，不产生第二独立方案,完整hybrid、稀疏ANN和当前完整残差链,摘要短名不足以另立论文；本文本轮只读卡,消除重复未定位状态，按原文ID归并待补完整迁移,1,3,card only; 已逐字读卡，名称或摘录不计全文
unresolved_TCAS_I_2025_adaptive_OF.md,Adaptive optical flow via dynamic direction prediction; reconfigurable pyramid,TCAS-I2025 adaptive optical-flow简称,动态方向/金字塔或可减少重复搜索,未核验,普通同层数/分辨率静态金字塔和coarse头,唯一作者/题名/算法及在线方向预测未核,保留任务控制，不把adaptive名当支持因果省算,NA,2,card only; 已逐字读卡，名称或摘录不计全文
unresolved_TFSRAM.md,TFSRAM: A 249.8TOPS/W Timing-to-First-Spike Compute-in-Memory Neuromorphic Processing Engine With Twin-Column SRAM Synapses,TFSRAM TTFS twin-column题名，库存有TCASAI DOI,首spike时码和T10门字的信息合同不同,未核验,普通时间编码/固定点神经元同误差与状态,时序ADC/阈值/输入动态范围；正文未核,补定位并保留电路先验；TTFS不能免证明直接套用,NA,1,card only; 另查本地库存定位，未沿用其全文深度
unresolved_Tu_ISSCC22_BitlineTranspose_CIM.md,Bitline-transpose CIM-based sparse Transformer accelerator,Tu bitline-transpose CIM简称,转置/银行组织可能减少attention搬移,未核验,显式普通bank交错/转置buffer同端口,须核原芯片身份与位线操作；未说明连续PSN语义,保留存储强控制线索；不以宏名引申数字X,NA,2,card only; 已逐字读卡，名称或摘录不计全文
unresolved_VideoFlow.md,VideoFlow: Exploiting Temporal Cues for Multi-frame Optical Flow Estimation,VideoFlow库存已给ICCV2023官方CVF页,多帧线索要核未来帧和预测延迟,因果记忆迁移可能有用，未给具体硬件差分,相同可见帧的普通warmstart/MemFlow与当前父,三帧/多帧是否含目标后续帧，缓存/迭代均需费用,修正为已定位未读；不默认多帧算法能在线授权本帧skip,NA,2,card only; 另查本地库存定位，未沿用其全文深度
